customer_id,product_id,purchase_date,purchase_amount,rating,review,search_queries
468,102,15-12-2024,279.49,2,Perfect for running,ps5
469,73,31-01-2024,1117.46,5,Best headphones,samsung galaxy
470,40,14-04-2024,956.7,1,Best headphones,adidas sneakers
471,459,20-12-2024,1224.77,5,Very good phone,smart tv
472,443,27-03-2024,238.14,2,Comfortable and stylish,bose headphones
473,189,12-11-2024,817.9,5,Comfortable and stylish,dell laptop
474,293,06-10-2024,1474.31,5,Very useful,dell laptop
475,149,03-08-2024,1157.75,5,Comfortable and stylish,bose headphones
476,434,01-02-2024,1461.35,5,Disappointed,nike shoes
477,17,26-01-2024,1881.41,5,Great for adventures,garmin watch
478,54,26-03-2024,695.69,1,Great for adventures,dell laptop
479,259,09-11-2024,1138.11,1,Good quality,garmin watch
480,189,30-03-2024,747.44,3,Perfect for running,sony headphones
481,237,25-06-2024,727.25,5,Great laptop,samsung galaxy
482,394,16-09-2024,1454.6,5,Perfect for running,lenovo yoga
483,425,06-09-2024,720.43,4,Amazing!,apple iphone
484,359,10-02-2024,1313.75,5,Perfect for running,bose headphones
485,446,20-01-2024,151.55,3,Excellent product,dell laptop
486,222,20-05-2024,1366.31,1,Great laptop,smart tv
487,105,27-02-2024,1451.5,2,Best headphones,samsung galaxy
488,207,20-03-2024,1437.61,5,Comfortable and stylish,samsung galaxy
489,221,09-10-2024,463.85,3,Not worth the price,apple iphone
490,150,20-09-2024,1722.63,2,Amazing!,fitbit charge
491,384,14-04-2024,1561.72,1,Excellent product,adidas sneakers
492,381,10-03-2024,432.76,1,Great for adventures,adidas sneakers
493,408,29-10-2024,1028.78,3,Disappointed,sony headphones
494,385,18-06-2024,638.28,4,Great laptop,smart tv
495,9,11-01-2024,1974.86,5,Great for adventures,garmin watch
496,12,04-07-2024,1931.3,5,Amazing!,adidas sneakers
497,381,16-11-2024,22.51,4,Very good phone,nike shoes
498,395,03-01-2024,202.34,1,Good quality,sony headphones
499,388,22-02-2024,485.61,1,Perfect for running,gopro camera
500,295,21-08-2024,1479.48,4,Excellent product,dell laptop
